,i,ppron,pronoun,negemo,adverb,anger,bio,cogmech,conj,sad,swear,affect,body,present,discrep,relativ,article,preps,posemo,space,time,funct,leisure,achieve,relig,social,incl,motion,we,auxverb
859c84da14858bac7c88e96778cbad04,58.0,100.0,192.0,23.0,76.0,14.0,52.0,201.0,75.0,3.0,7.0,86.0,26.0,138.0,21.0,219.0,85.0,167.0,63.0,73.0,107.0,720.0,37.0,21.0,8.0,96.0,48.0,31.0,10.0,115.0
8604752e6154e3cb95ae7af5f9677309,129.0,230.0,330.0,64.0,133.0,22.0,73.0,313.0,118.0,13.0,8.0,171.0,25.0,214.0,47.0,306.0,128.0,223.0,106.0,111.0,131.0,1136.0,45.0,27.0,2.0,216.0,75.0,57.0,17.0,177.0
86a6ecb0d284ad33c8da77048a07dbc6,24.0,30.0,45.0,5.0,6.0,2.0,5.0,43.0,12.0,3.0,2.0,15.0,3.0,28.0,9.0,23.0,5.0,28.0,10.0,7.0,14.0,124.0,2.0,6.0,4.0,17.0,4.0,2.0,1.0,13.0
873c058aabc485ae206b8912daed8e97,67.0,116.0,178.0,25.0,43.0,6.0,29.0,174.0,53.0,9.0,1.0,107.0,11.0,114.0,17.0,166.0,61.0,119.0,81.0,72.0,66.0,577.0,32.0,18.0,8.0,115.0,36.0,18.0,4.0,90.0
87a4827e03a250458443caa5b961987a,161.0,267.0,369.0,136.0,128.0,103.0,106.0,289.0,75.0,6.0,91.0,349.0,57.0,248.0,50.0,373.0,129.0,238.0,212.0,155.0,168.0,1157.0,52.0,30.0,6.0,254.0,48.0,48.0,12.0,176.0
87a718e44be93a580cac8a40716a1c84,1.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,7.0,2.0,3.0,3.0,4.0,2.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
87ab3ba2cf5dd6ef4f4807a754dd968b,81.0,203.0,347.0,84.0,108.0,27.0,59.0,405.0,133.0,18.0,2.0,227.0,13.0,282.0,35.0,272.0,199.0,306.0,143.0,96.0,143.0,1451.0,36.0,36.0,10.0,289.0,69.0,28.0,15.0,257.0
87c27c042e2a8eb2c1ac6368aa7643a4,624.0,779.0,1124.0,226.0,508.0,121.0,285.0,918.0,362.0,51.0,107.0,547.0,132.0,633.0,110.0,1145.0,273.0,695.0,318.0,377.0,605.0,3443.0,87.0,133.0,17.0,488.0,172.0,139.0,16.0,440.0
87c4e9a2cc6b51680aa2c7aebc6f2a9f,4.0,4.0,4.0,5.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
87c5e2f29196ae07635e92bb09db402a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87d2d7a4004966e7ef5c48426e7ad621,164.0,237.0,390.0,69.0,126.0,16.0,32.0,440.0,163.0,15.0,4.0,190.0,12.0,244.0,46.0,306.0,131.0,290.0,119.0,118.0,139.0,1422.0,31.0,54.0,5.0,181.0,97.0,44.0,20.0,252.0
880df2e377e9b8612b5fd08eca1880f7,21.0,69.0,112.0,44.0,45.0,27.0,24.0,188.0,48.0,11.0,7.0,93.0,8.0,88.0,28.0,179.0,117.0,172.0,49.0,83.0,67.0,615.0,32.0,26.0,10.0,85.0,58.0,27.0,3.0,100.0
885bfa21524ffa461bf2e29b737ec146,40.0,79.0,148.0,23.0,34.0,3.0,29.0,199.0,56.0,11.0,1.0,75.0,14.0,85.0,24.0,88.0,37.0,97.0,52.0,38.0,32.0,483.0,10.0,9.0,3.0,92.0,42.0,15.0,14.0,81.0
88b3def9a32e31d4d880b62a1195dad2,64.0,329.0,581.0,111.0,241.0,40.0,135.0,847.0,233.0,15.0,2.0,310.0,40.0,558.0,161.0,698.0,293.0,616.0,198.0,259.0,320.0,2552.0,98.0,64.0,13.0,472.0,198.0,113.0,5.0,485.0
88eed2b03dd4973e98fdc350d8886ab8,301.0,651.0,857.0,171.0,196.0,61.0,182.0,750.0,289.0,48.0,14.0,546.0,53.0,429.0,99.0,567.0,185.0,448.0,372.0,202.0,258.0,2382.0,47.0,61.0,33.0,735.0,178.0,89.0,19.0,335.0
894b5273043ab3a14b702d54813a5efc,154.0,243.0,373.0,69.0,108.0,32.0,50.0,370.0,119.0,13.0,11.0,148.0,22.0,208.0,42.0,262.0,101.0,226.0,76.0,88.0,113.0,1137.0,26.0,25.0,5.0,159.0,80.0,47.0,21.0,166.0
8972a1f8b4c915484bb508bc9d59ad77,11.0,29.0,52.0,8.0,13.0,4.0,9.0,67.0,22.0,2.0,2.0,39.0,3.0,30.0,7.0,64.0,23.0,47.0,31.0,24.0,32.0,205.0,6.0,9.0,0.0,33.0,21.0,8.0,2.0,26.0
8a1a51c3dbe523dabb759504be82db4b,367.0,557.0,882.0,185.0,347.0,70.0,238.0,1149.0,484.0,32.0,21.0,479.0,97.0,645.0,131.0,833.0,233.0,688.0,287.0,279.0,398.0,3276.0,82.0,114.0,24.0,429.0,321.0,135.0,49.0,504.0
8a1c6e4eb35abbf1ae252628fca46cdb,114.0,375.0,727.0,182.0,297.0,75.0,181.0,1120.0,390.0,37.0,15.0,435.0,57.0,542.0,103.0,746.0,511.0,797.0,251.0,359.0,272.0,3494.0,97.0,106.0,46.0,526.0,303.0,97.0,53.0,564.0
8a1d8cc8e1989658a0fcda4be9ccb923,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,6.0,0.0,4.0,1.0,0.0,9.0,1.0,5.0,0.0,0.0,19.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0
8a920a24fc4a739e2e48026bf0082ef2,6.0,7.0,10.0,2.0,4.0,2.0,3.0,11.0,4.0,0.0,1.0,4.0,0.0,7.0,2.0,11.0,3.0,5.0,2.0,4.0,7.0,29.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0
8ab36cb738078f37e06be2d0677c1e0c,1.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,2.0,8.0,1.0,2.0,2.0,20.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0
8ac3faf435c01b3c9ebc368dfdfb24fa,102.0,162.0,249.0,40.0,68.0,12.0,49.0,230.0,85.0,10.0,2.0,127.0,12.0,171.0,24.0,310.0,127.0,236.0,87.0,112.0,148.0,931.0,33.0,34.0,7.0,136.0,60.0,45.0,6.0,125.0
8b347f8e26ea955c760734a75b2709d5,52.0,82.0,99.0,9.0,17.0,4.0,20.0,58.0,22.0,2.0,0.0,36.0,13.0,28.0,8.0,55.0,12.0,40.0,27.0,20.0,26.0,238.0,1.0,4.0,0.0,54.0,11.0,8.0,3.0,28.0
8b3646393fed1ed65b6a0fc4fb773b44,44.0,55.0,74.0,31.0,31.0,18.0,12.0,85.0,30.0,4.0,12.0,90.0,3.0,58.0,12.0,90.0,29.0,74.0,56.0,25.0,51.0,295.0,19.0,22.0,4.0,25.0,20.0,12.0,5.0,41.0
8b6ceafaf2ea6bd34f26ff463156363c,215.0,338.0,529.0,164.0,206.0,105.0,131.0,597.0,212.0,30.0,77.0,391.0,54.0,397.0,77.0,736.0,270.0,474.0,227.0,221.0,381.0,2110.0,123.0,134.0,31.0,338.0,136.0,120.0,12.0,292.0
8b80f395ebea5dbab387018dbcc8638d,1.0,1.0,1.0,4.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
8bd63931447c46b292051cc2a5e850d9,6.0,13.0,16.0,4.0,5.0,1.0,2.0,18.0,13.0,1.0,0.0,8.0,1.0,5.0,2.0,17.0,22.0,16.0,4.0,9.0,7.0,75.0,1.0,1.0,1.0,13.0,3.0,0.0,0.0,7.0
8bea7464dea62a2e657abf1e6dd8ad16,175.0,332.0,482.0,75.0,110.0,26.0,77.0,363.0,135.0,14.0,11.0,300.0,29.0,246.0,63.0,429.0,111.0,292.0,222.0,127.0,229.0,1332.0,34.0,38.0,7.0,320.0,73.0,60.0,13.0,173.0
8c393982479748c5a53acaa7a3717c71,2843.0,4115.0,5689.0,1356.0,2101.0,501.0,888.0,5477.0,2382.0,327.0,215.0,3545.0,300.0,2946.0,525.0,4710.0,1284.0,3872.0,2167.0,1698.0,2199.0,18342.0,696.0,519.0,130.0,3159.0,1637.0,690.0,183.0,2529.0
8cc4acc3bb9b04d1c4a4b4d35ca514ee,18.0,51.0,72.0,10.0,21.0,4.0,12.0,54.0,18.0,2.0,0.0,33.0,2.0,51.0,4.0,56.0,23.0,33.0,22.0,18.0,34.0,218.0,9.0,9.0,1.0,61.0,11.0,3.0,1.0,45.0
8da2d8c46591e28d575d5cc983ada549,130.0,272.0,464.0,92.0,141.0,26.0,79.0,574.0,202.0,25.0,4.0,234.0,25.0,282.0,60.0,476.0,253.0,432.0,141.0,209.0,191.0,1913.0,34.0,44.0,25.0,304.0,141.0,69.0,36.0,279.0
8de8bd927b7382cb4fa28b96d9c1d539,60.0,177.0,323.0,78.0,90.0,42.0,49.0,347.0,129.0,13.0,25.0,189.0,21.0,223.0,38.0,399.0,170.0,270.0,111.0,145.0,188.0,1224.0,56.0,88.0,18.0,239.0,90.0,55.0,25.0,178.0
8efebbff1c7831780078e8d590daf08b,141.0,267.0,344.0,71.0,100.0,16.0,58.0,353.0,103.0,32.0,2.0,213.0,13.0,161.0,52.0,254.0,102.0,234.0,141.0,85.0,118.0,1058.0,18.0,55.0,12.0,262.0,53.0,43.0,18.0,151.0
8f1f07a33f5dd4465f03c5bea42527c1,17.0,31.0,42.0,12.0,13.0,4.0,3.0,55.0,18.0,3.0,0.0,28.0,1.0,27.0,7.0,52.0,14.0,45.0,16.0,16.0,24.0,157.0,1.0,4.0,0.0,29.0,10.0,9.0,7.0,14.0
8faf4d2ee4825edc1e526a13130b9bf2,60.0,107.0,170.0,14.0,67.0,7.0,41.0,168.0,67.0,5.0,0.0,102.0,2.0,90.0,21.0,198.0,75.0,142.0,86.0,67.0,107.0,639.0,33.0,28.0,7.0,95.0,42.0,24.0,13.0,94.0
8ff6192bbbb717c36097b33e244d91de,437.0,687.0,1032.0,222.0,298.0,98.0,206.0,1028.0,322.0,29.0,18.0,548.0,73.0,611.0,119.0,786.0,388.0,668.0,317.0,323.0,321.0,3380.0,69.0,94.0,53.0,474.0,196.0,115.0,38.0,528.0
905aa8f3783164bd023051c8a7f6c174,129.0,293.0,419.0,68.0,125.0,19.0,107.0,449.0,167.0,20.0,2.0,192.0,44.0,245.0,58.0,365.0,169.0,331.0,120.0,135.0,158.0,1512.0,35.0,48.0,8.0,282.0,112.0,61.0,24.0,225.0
90d34f5d61b4adcb2db21733aac5afab,211.0,313.0,527.0,35.0,159.0,5.0,28.0,574.0,176.0,6.0,0.0,208.0,7.0,263.0,93.0,470.0,157.0,407.0,172.0,173.0,225.0,1701.0,35.0,74.0,7.0,266.0,130.0,59.0,16.0,223.0
90f336a010f8295e2cf7198226c5d642,185.0,322.0,508.0,105.0,205.0,50.0,155.0,474.0,135.0,29.0,39.0,379.0,74.0,405.0,78.0,532.0,176.0,352.0,274.0,216.0,235.0,1745.0,47.0,60.0,16.0,305.0,53.0,60.0,17.0,285.0
911012050f7c7596e579f6d3bc567abd,12.0,12.0,15.0,2.0,7.0,1.0,1.0,27.0,10.0,0.0,0.0,7.0,1.0,12.0,6.0,42.0,11.0,23.0,5.0,8.0,23.0,90.0,4.0,2.0,0.0,2.0,7.0,10.0,0.0,14.0
9138a4af7fa7a5c5bf363d867ff6c56c,283.0,498.0,767.0,159.0,257.0,67.0,190.0,828.0,271.0,31.0,29.0,535.0,58.0,527.0,127.0,882.0,355.0,726.0,375.0,333.0,388.0,3019.0,161.0,104.0,34.0,458.0,233.0,150.0,31.0,480.0
914c0fc8a3e61ab17165c6af138dbf1e,99.0,137.0,196.0,42.0,92.0,12.0,30.0,173.0,71.0,6.0,9.0,122.0,10.0,103.0,23.0,164.0,45.0,107.0,80.0,52.0,84.0,591.0,15.0,19.0,8.0,89.0,32.0,24.0,5.0,67.0
91607935d5929b663e3d935f6e73a9d8,78.0,184.0,276.0,36.0,97.0,16.0,58.0,334.0,108.0,10.0,7.0,161.0,10.0,186.0,36.0,275.0,110.0,225.0,125.0,122.0,106.0,996.0,28.0,22.0,13.0,238.0,104.0,40.0,25.0,133.0
917636d81e277fb104914eb62a80adc5,25.0,29.0,32.0,11.0,11.0,3.0,9.0,28.0,6.0,2.0,0.0,18.0,5.0,17.0,2.0,23.0,8.0,22.0,7.0,10.0,11.0,91.0,4.0,4.0,1.0,10.0,5.0,2.0,0.0,10.0
927e28b6bb60bb344fc2fd41a14e0fdb,14.0,32.0,58.0,15.0,6.0,5.0,10.0,60.0,24.0,1.0,2.0,28.0,4.0,38.0,7.0,37.0,28.0,40.0,13.0,11.0,17.0,214.0,7.0,3.0,3.0,35.0,13.0,9.0,2.0,43.0
92c2432020f0ea1b708d7332bfa2c171,205.0,262.0,425.0,83.0,200.0,29.0,88.0,434.0,133.0,18.0,14.0,249.0,31.0,222.0,44.0,430.0,154.0,272.0,164.0,138.0,254.0,1461.0,41.0,24.0,8.0,162.0,67.0,47.0,4.0,207.0
938a5bb332c15ab321ce4c567d31d6a4,73.0,286.0,527.0,113.0,150.0,34.0,59.0,652.0,187.0,28.0,2.0,276.0,28.0,383.0,90.0,470.0,290.0,473.0,162.0,195.0,193.0,2150.0,40.0,93.0,27.0,369.0,140.0,66.0,61.0,356.0
93a8c06466d862d9ba29c5d4dfea9f2d,4.0,5.0,11.0,4.0,4.0,3.0,3.0,12.0,3.0,1.0,2.0,10.0,1.0,8.0,0.0,24.0,5.0,16.0,6.0,9.0,8.0,45.0,0.0,1.0,1.0,6.0,2.0,5.0,0.0,4.0
93aad51db094fd86c49666ac8b5f026f,3.0,4.0,5.0,2.0,1.0,2.0,1.0,7.0,2.0,0.0,1.0,8.0,0.0,15.0,1.0,23.0,5.0,6.0,6.0,6.0,10.0,23.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0,3.0
940dcd82d451c74bfa9adebd377dbf59,37.0,50.0,58.0,7.0,4.0,4.0,11.0,23.0,15.0,2.0,4.0,15.0,3.0,33.0,1.0,35.0,37.0,40.0,8.0,20.0,10.0,196.0,12.0,2.0,3.0,35.0,6.0,3.0,1.0,37.0
947126a9b294f0c9972e7b92ec7d7554,305.0,588.0,781.0,146.0,179.0,66.0,163.0,668.0,256.0,27.0,41.0,355.0,57.0,406.0,86.0,543.0,192.0,390.0,208.0,230.0,223.0,2116.0,45.0,78.0,25.0,472.0,178.0,76.0,39.0,280.0
94c07315276329eaf9beb29b759d4442,273.0,391.0,555.0,79.0,191.0,31.0,123.0,651.0,205.0,12.0,15.0,226.0,56.0,249.0,73.0,693.0,279.0,523.0,145.0,295.0,288.0,2109.0,64.0,47.0,13.0,274.0,175.0,98.0,7.0,256.0
94d9df4783ff58d5b196cb12afe1a630,18.0,32.0,34.0,7.0,7.0,3.0,12.0,24.0,4.0,2.0,0.0,21.0,8.0,34.0,1.0,52.0,7.0,40.0,14.0,36.0,6.0,133.0,8.0,1.0,0.0,28.0,13.0,10.0,4.0,42.0
94e74338be6a3b01c918bb2e90fc5d25,155.0,203.0,309.0,90.0,91.0,57.0,87.0,254.0,78.0,13.0,47.0,240.0,25.0,191.0,27.0,302.0,93.0,179.0,150.0,106.0,153.0,918.0,54.0,32.0,24.0,146.0,55.0,42.0,7.0,141.0
9502b982a27b95193cef381f0acbf943,110.0,203.0,234.0,23.0,52.0,6.0,48.0,175.0,78.0,9.0,4.0,102.0,20.0,99.0,29.0,144.0,51.0,129.0,78.0,51.0,64.0,646.0,10.0,9.0,18.0,195.0,49.0,27.0,0.0,85.0
9504dafaba40702cd047f94871b6af59,295.0,592.0,913.0,82.0,318.0,19.0,147.0,910.0,355.0,21.0,9.0,434.0,48.0,617.0,89.0,763.0,269.0,427.0,350.0,270.0,350.0,2813.0,41.0,75.0,42.0,669.0,233.0,120.0,28.0,468.0
9521e4736edb238dfd5aca97a888ea34,141.0,190.0,276.0,74.0,113.0,36.0,68.0,316.0,83.0,10.0,28.0,192.0,26.0,235.0,69.0,383.0,92.0,303.0,118.0,116.0,190.0,1065.0,40.0,29.0,9.0,115.0,70.0,70.0,4.0,181.0
953149c4a7f539fed83161cee05ec6c0,6.0,10.0,14.0,3.0,2.0,0.0,2.0,10.0,1.0,0.0,0.0,6.0,0.0,18.0,1.0,11.0,6.0,11.0,3.0,6.0,5.0,48.0,0.0,0.0,1.0,5.0,3.0,0.0,3.0,14.0
968157017daec34ee86050fe9bd72293,905.0,1356.0,1793.0,300.0,479.0,131.0,346.0,1506.0,550.0,75.0,50.0,827.0,158.0,907.0,166.0,1447.0,567.0,1139.0,522.0,631.0,553.0,5430.0,240.0,130.0,53.0,891.0,425.0,224.0,58.0,720.0
978b6954929e8ac7d8f349651fe53556,44.0,84.0,114.0,22.0,46.0,11.0,22.0,130.0,44.0,5.0,2.0,63.0,13.0,59.0,14.0,106.0,28.0,79.0,41.0,34.0,60.0,375.0,20.0,18.0,2.0,78.0,40.0,8.0,3.0,45.0
97d694df56a84b8f9449d7ee174f3ee5,89.0,194.0,293.0,90.0,118.0,48.0,81.0,371.0,136.0,10.0,29.0,215.0,36.0,197.0,41.0,284.0,159.0,268.0,124.0,125.0,109.0,1215.0,36.0,26.0,9.0,229.0,105.0,42.0,6.0,175.0
98402a19f626c91d1795df7446906795,153.0,342.0,544.0,98.0,183.0,17.0,113.0,730.0,215.0,31.0,7.0,433.0,37.0,481.0,88.0,621.0,221.0,418.0,329.0,225.0,281.0,2099.0,73.0,145.0,13.0,431.0,111.0,98.0,61.0,347.0
98500a6228747f60e2230f46d7d61c12,317.0,421.0,654.0,132.0,309.0,59.0,167.0,797.0,280.0,13.0,36.0,409.0,58.0,452.0,98.0,709.0,269.0,600.0,277.0,278.0,298.0,2593.0,111.0,55.0,21.0,272.0,201.0,111.0,8.0,365.0
9851e23269d3494627589fc84cf4f7fa,26.0,44.0,59.0,16.0,26.0,9.0,13.0,61.0,17.0,0.0,2.0,64.0,5.0,53.0,10.0,104.0,37.0,71.0,48.0,31.0,53.0,265.0,7.0,18.0,0.0,45.0,16.0,18.0,1.0,35.0
98bb32662c064af9a93a1be579fb7532,157.0,241.0,360.0,44.0,103.0,14.0,47.0,405.0,138.0,9.0,5.0,185.0,19.0,223.0,79.0,356.0,102.0,287.0,140.0,124.0,170.0,1246.0,34.0,32.0,6.0,219.0,73.0,54.0,5.0,205.0
98bcd7e7d81d569867b11f4c99f61d78,464.0,821.0,1120.0,260.0,329.0,149.0,196.0,1047.0,339.0,42.0,86.0,509.0,69.0,629.0,135.0,1002.0,342.0,970.0,247.0,389.0,418.0,3750.0,95.0,97.0,33.0,737.0,305.0,171.0,36.0,521.0
99012dc85894fd1e1643883e569f276b,213.0,296.0,441.0,58.0,155.0,21.0,90.0,390.0,151.0,13.0,9.0,207.0,35.0,242.0,51.0,455.0,134.0,339.0,144.0,154.0,225.0,1478.0,41.0,47.0,6.0,180.0,124.0,65.0,17.0,195.0
995e4ebabf51c8603826114f233b66d5,341.0,585.0,890.0,153.0,294.0,52.0,143.0,960.0,268.0,27.0,11.0,396.0,48.0,498.0,94.0,760.0,333.0,706.0,239.0,304.0,358.0,3126.0,81.0,107.0,21.0,562.0,207.0,91.0,37.0,460.0
9963eb029cd100ade5c37f057b7b13e9,117.0,208.0,335.0,62.0,105.0,19.0,52.0,426.0,120.0,16.0,5.0,175.0,17.0,187.0,39.0,291.0,124.0,273.0,110.0,116.0,137.0,1160.0,29.0,47.0,11.0,189.0,79.0,29.0,14.0,143.0
9ac633881b30028b70f848b1278644b0,107.0,193.0,264.0,69.0,93.0,42.0,82.0,237.0,69.0,12.0,27.0,149.0,35.0,143.0,23.0,237.0,103.0,152.0,79.0,88.0,107.0,831.0,28.0,27.0,8.0,177.0,60.0,36.0,17.0,130.0
9baa0c47f086e39dcf830ed18b653ae3,3.0,19.0,31.0,3.0,5.0,1.0,9.0,42.0,9.0,2.0,1.0,32.0,4.0,24.0,7.0,41.0,21.0,24.0,27.0,16.0,20.0,114.0,6.0,6.0,2.0,34.0,12.0,4.0,5.0,17.0
9bd3d999748564c9418bdb17de9561a5,112.0,288.0,411.0,37.0,96.0,6.0,73.0,402.0,117.0,13.0,0.0,133.0,28.0,239.0,45.0,269.0,173.0,277.0,96.0,117.0,90.0,1302.0,48.0,25.0,8.0,326.0,94.0,58.0,20.0,182.0
9c5d2b911f37a222f89cc3e9d1d981bf,27.0,48.0,80.0,8.0,30.0,4.0,12.0,87.0,35.0,1.0,0.0,46.0,1.0,52.0,17.0,113.0,48.0,86.0,38.0,52.0,54.0,332.0,15.0,14.0,1.0,41.0,26.0,8.0,10.0,48.0
9cd63231d57296ff76065355114ea2fd,29.0,56.0,80.0,23.0,15.0,5.0,31.0,92.0,22.0,4.0,3.0,53.0,9.0,44.0,11.0,93.0,41.0,47.0,30.0,40.0,38.0,256.0,15.0,6.0,17.0,72.0,23.0,13.0,4.0,29.0
9ce5a8605ef2f72e3622896533b10b9d,108.0,192.0,235.0,51.0,61.0,17.0,39.0,175.0,88.0,21.0,7.0,100.0,20.0,126.0,42.0,126.0,50.0,80.0,47.0,52.0,45.0,611.0,18.0,13.0,13.0,124.0,38.0,23.0,5.0,88.0
9d6088e71d714c53c1d6a3939ec3711a,63.0,89.0,134.0,24.0,53.0,10.0,39.0,157.0,67.0,5.0,6.0,106.0,8.0,101.0,14.0,156.0,39.0,149.0,82.0,53.0,81.0,552.0,27.0,22.0,1.0,75.0,53.0,20.0,6.0,85.0
9d73ecd9cf815d8bc340cd1bb8e94cfb,414.0,568.0,909.0,223.0,373.0,93.0,106.0,971.0,303.0,54.0,35.0,407.0,38.0,539.0,129.0,757.0,265.0,615.0,181.0,261.0,394.0,3020.0,56.0,64.0,11.0,395.0,177.0,90.0,8.0,390.0
9da6e918716055ad6df744dab48e338e,11.0,35.0,61.0,9.0,14.0,4.0,8.0,51.0,17.0,3.0,0.0,33.0,4.0,23.0,8.0,53.0,30.0,33.0,24.0,28.0,16.0,186.0,2.0,6.0,0.0,46.0,10.0,7.0,7.0,21.0
9db4661018a167284e77fc2d4d4b0c42,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
9dd7f7334805e00a32bd69354b722aac,42.0,71.0,121.0,21.0,77.0,7.0,27.0,207.0,71.0,4.0,4.0,129.0,6.0,106.0,21.0,338.0,119.0,240.0,108.0,115.0,167.0,763.0,30.0,25.0,2.0,82.0,55.0,47.0,4.0,112.0
9e17e6c19c1d34ef60a512e949f57381,628.0,980.0,1397.0,226.0,383.0,42.0,242.0,1366.0,550.0,81.0,6.0,735.0,68.0,868.0,149.0,1064.0,302.0,829.0,505.0,407.0,513.0,4264.0,117.0,128.0,31.0,747.0,364.0,129.0,34.0,673.0
9f2b014b5e89aea39b7d1df065242a30,9.0,15.0,28.0,11.0,8.0,9.0,11.0,19.0,5.0,0.0,10.0,18.0,5.0,24.0,2.0,17.0,7.0,12.0,7.0,3.0,12.0,69.0,2.0,2.0,0.0,12.0,3.0,2.0,0.0,8.0
9f4e1668b6f0b03c3cc60961b38c4769,122.0,174.0,233.0,47.0,92.0,12.0,41.0,173.0,65.0,17.0,3.0,184.0,19.0,126.0,21.0,219.0,79.0,127.0,134.0,74.0,115.0,717.0,33.0,13.0,6.0,120.0,35.0,27.0,7.0,108.0
9f67231b558a8e1bf07dfcc5a1aa469c,214.0,409.0,592.0,66.0,145.0,20.0,89.0,503.0,185.0,15.0,11.0,272.0,35.0,283.0,55.0,509.0,199.0,423.0,206.0,229.0,195.0,1847.0,56.0,46.0,22.0,425.0,158.0,69.0,17.0,223.0
9f757cf1cec67374da78b1a612e879c8,555.0,1004.0,1567.0,240.0,541.0,71.0,356.0,1617.0,685.0,60.0,22.0,713.0,115.0,852.0,191.0,1522.0,550.0,1276.0,469.0,585.0,673.0,5511.0,124.0,176.0,23.0,1097.0,434.0,234.0,35.0,746.0
9f9942d7da2fde6b17d683aa90164a38,493.0,701.0,1062.0,190.0,251.0,72.0,199.0,874.0,276.0,64.0,17.0,434.0,65.0,591.0,103.0,677.0,249.0,556.0,243.0,221.0,344.0,3149.0,76.0,87.0,12.0,575.0,163.0,99.0,31.0,592.0
9fc9e6a4aa1932de4708d85b1dbf0447,103.0,249.0,358.0,25.0,114.0,10.0,61.0,320.0,137.0,5.0,9.0,184.0,16.0,180.0,44.0,305.0,95.0,222.0,158.0,98.0,159.0,1092.0,26.0,32.0,14.0,287.0,75.0,44.0,11.0,141.0
9fd528a9a7b10931f64f02f05d5e9042,852.0,1270.0,1747.0,335.0,563.0,165.0,334.0,1288.0,489.0,50.0,90.0,1075.0,118.0,971.0,146.0,1155.0,331.0,783.0,729.0,400.0,581.0,4728.0,98.0,121.0,25.0,925.0,263.0,160.0,24.0,697.0
a00339d3cd4071e4c1fbcccb7beb0f6c,207.0,384.0,636.0,167.0,204.0,105.0,149.0,675.0,268.0,22.0,66.0,336.0,39.0,400.0,43.0,520.0,260.0,520.0,167.0,218.0,224.0,2301.0,43.0,97.0,72.0,366.0,172.0,72.0,25.0,352.0
a01638575037fd9a0275639849a9ab95,13.0,23.0,32.0,6.0,8.0,2.0,13.0,34.0,13.0,1.0,1.0,20.0,4.0,23.0,4.0,33.0,10.0,27.0,14.0,15.0,13.0,109.0,4.0,4.0,0.0,26.0,10.0,4.0,0.0,15.0
a060ba39cf74d8b9f97354e3f83df67a,442.0,702.0,1020.0,139.0,269.0,61.0,145.0,857.0,298.0,33.0,36.0,440.0,65.0,508.0,110.0,784.0,334.0,657.0,296.0,319.0,342.0,3107.0,101.0,78.0,23.0,529.0,224.0,105.0,41.0,427.0
a0829f754819fe1d7dc96fc3833a701c,223.0,375.0,572.0,102.0,204.0,44.0,93.0,564.0,164.0,16.0,15.0,353.0,19.0,443.0,68.0,589.0,216.0,394.0,248.0,207.0,291.0,1982.0,57.0,77.0,14.0,384.0,111.0,81.0,30.0,382.0
a0a0ae56f026dd3f1b86b89d853dfff6,222.0,307.0,489.0,72.0,186.0,25.0,54.0,464.0,162.0,16.0,3.0,271.0,18.0,351.0,52.0,709.0,240.0,492.0,199.0,205.0,389.0,1901.0,148.0,78.0,19.0,239.0,116.0,95.0,11.0,281.0
a103fa1c28eecc0214b72b526cd7313e,18.0,21.0,24.0,6.0,4.0,0.0,9.0,6.0,7.0,6.0,0.0,14.0,2.0,7.0,1.0,6.0,3.0,6.0,8.0,5.0,1.0,46.0,2.0,1.0,0.0,7.0,2.0,0.0,0.0,4.0
a122cc9043dd7a49cd7c327d45167524,11.0,25.0,48.0,4.0,9.0,2.0,3.0,40.0,11.0,0.0,0.0,21.0,2.0,24.0,6.0,20.0,9.0,21.0,17.0,3.0,10.0,124.0,2.0,2.0,0.0,34.0,3.0,5.0,0.0,20.0
a162925e2721b920ef95f1a47834625a,30.0,39.0,62.0,17.0,34.0,3.0,13.0,124.0,40.0,6.0,2.0,37.0,5.0,58.0,13.0,63.0,37.0,64.0,20.0,26.0,28.0,298.0,7.0,8.0,0.0,30.0,35.0,9.0,4.0,58.0
